iteration,pid,technique,num_targets,target_w,target_d,latency_ms,target_id,step,click_x,click_y,target_x,target_y,success,mt_ms,timestamp
1,3,mouse,9,60,550,0,0,0,512.0,679.0,500.0,675.0,1,1401,1782742766853
1,3,mouse,9,60,550,0,5,1,592.0,145.0,594.1,141.6,1,803,1782742767656
1,3,mouse,9,60,550,0,1,2,335.0,596.0,323.2,610.7,1,870,1782742768526
1,3,mouse,9,60,550,0,6,3,732.0,240.0,738.2,262.5,1,967,1782742769493
1,3,mouse,9,60,550,0,2,4,241.0,462.0,229.2,447.8,1,924,1782742770417
1,3,mouse,9,60,550,0,7,5,777.0,427.0,770.8,447.8,1,734,1782742771151
1,3,mouse,9,60,550,0,3,6,271.0,262.0,261.8,262.5,1,937,1782742772088
1,3,mouse,9,60,550,0,8,7,676.0,590.0,676.8,610.7,1,1478,1782742773566
1,3,mouse,9,60,550,0,4,8,406.0,147.0,405.9,141.6,1,803,1782742774369
2,3,mouse,9,60,550,0,0,0,504.0,662.0,500.0,675.0,1,1125,1782742775494
2,3,mouse,9,60,550,0,5,1,611.0,142.0,594.1,141.6,1,892,1782742776386
2,3,mouse,9,60,550,0,1,2,326.0,609.0,323.2,610.7,1,922,1782742777308
2,3,mouse,9,60,550,0,6,3,729.0,257.0,738.2,262.5,1,871,1782742778179
2,3,mouse,9,60,550,0,2,4,220.0,459.0,229.2,447.8,1,899,1782742779078
2,3,mouse,9,60,550,0,7,5,768.0,446.0,770.8,447.8,1,1231,1782742780309
2,3,mouse,9,60,550,0,3,6,272.0,277.0,261.8,262.5,1,952,1782742781261
2,3,mouse,9,60,550,0,8,7,674.0,595.0,676.8,610.7,1,1110,1782742782371
2,3,mouse,9,60,550,0,4,8,406.0,150.0,405.9,141.6,1,1417,1782742783788
3,3,mouse,9,60,550,0,0,0,506.0,672.0,500.0,675.0,1,1073,1782742784861
3,3,mouse,9,60,550,0,5,1,594.0,143.0,594.1,141.6,1,863,1782742785724
3,3,mouse,9,60,550,0,1,2,324.0,632.0,323.2,610.7,1,854,1782742786578
3,3,mouse,9,60,550,0,6,3,726.0,246.0,738.2,262.5,1,1043,1782742787621
3,3,mouse,9,60,550,0,2,4,221.0,442.0,229.2,447.8,1,901,1782742788522
3,3,mouse,9,60,550,0,7,5,755.0,440.0,770.8,447.8,1,922,1782742789444
3,3,mouse,9,60,550,0,3,6,274.0,264.0,261.8,262.5,1,1162,1782742790606
3,3,mouse,9,60,550,0,8,7,690.0,606.0,676.8,610.7,1,787,1782742791393
3,3,mouse,9,60,550,0,4,8,398.0,134.0,405.9,141.6,1,931,1782742792324
