iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,3,mouse,100,350,150,1782742422574,1782742423020,446,0
1,RL,3,mouse,100,350,150,1782742423595,1782742424256,661,0
2,LR,3,mouse,100,350,150,1782742424743,1782742424913,170,0
2,RL,3,mouse,100,350,150,1782742425448,1782742425854,406,0
3,LR,3,mouse,100,350,150,1782742426302,1782742426446,144,0
3,RL,3,mouse,100,350,150,1782742427007,1782742427376,369,0
