iteration,pid,technique,num_targets,target_w,target_d,latency_ms,target_id,step,click_x,click_y,target_x,target_y,success,mt_ms,timestamp
1,4,pose,9,60,250,0,0,0,481.0,536.0,500.0,525.0,1,3225,1782894108225
1,4,pose,9,60,250,0,5,1,528.0,294.0,542.8,282.5,1,2142,1782894110367
1,4,pose,9,60,250,0,1,2,411.0,508.0,419.7,495.8,1,1204,1782894111571
1,4,pose,9,60,250,0,6,3,611.0,335.0,608.3,337.5,1,1070,1782894112641
1,4,pose,9,60,250,0,2,4,431.0,418.0,376.9,421.7,0,969,1782894113610
1,4,pose,9,60,250,0,2,4,397.0,427.0,376.9,421.7,1,1669,1782894114310
1,4,pose,9,60,250,0,7,5,617.0,428.0,623.1,421.7,1,1439,1782894115749
1,4,pose,9,60,250,0,3,6,388.0,332.0,391.7,337.5,1,1773,1782894117522
1,4,pose,9,60,250,0,8,7,602.0,531.0,580.3,495.8,0,1172,1782894118694
1,4,pose,9,60,250,0,8,7,547.0,496.0,580.3,495.8,0,1937,1782894119459
1,4,pose,9,60,250,0,8,7,549.0,515.0,580.3,495.8,0,2606,1782894120128
1,4,pose,9,60,250,0,8,7,551.0,494.0,580.3,495.8,1,3546,1782894121068
1,4,pose,9,60,250,0,4,8,450.0,296.0,457.2,282.5,1,1734,1782894122802
2,4,pose,9,60,250,0,0,0,518.0,536.0,500.0,525.0,1,1637,1782894124439
2,4,pose,9,60,250,0,5,1,535.0,274.0,542.8,282.5,1,1172,1782894125611
2,4,pose,9,60,250,0,1,2,432.0,508.0,419.7,495.8,1,1607,1782894127218
2,4,pose,9,60,250,0,6,3,602.0,333.0,608.3,337.5,1,1468,1782894128686
2,4,pose,9,60,250,0,2,4,403.0,442.0,376.9,421.7,0,1539,1782894130225
2,4,pose,9,60,250,0,2,4,382.0,413.0,376.9,421.7,1,2373,1782894131059
2,4,pose,9,60,250,0,7,5,631.0,428.0,623.1,421.7,1,1471,1782894132530
2,4,pose,9,60,250,0,3,6,386.0,336.0,391.7,337.5,1,1506,1782894134036
2,4,pose,9,60,250,0,8,7,578.0,524.0,580.3,495.8,1,1268,1782894135304
2,4,pose,9,60,250,0,4,8,445.0,294.0,457.2,282.5,1,1842,1782894137146
3,4,pose,9,60,250,0,0,0,522.0,524.0,500.0,525.0,1,1505,1782894138651
3,4,pose,9,60,250,0,5,1,526.0,251.0,542.8,282.5,0,1200,1782894139851
3,4,pose,9,60,250,0,5,1,531.0,310.0,542.8,282.5,1,2203,1782894140854
3,4,pose,9,60,250,0,1,2,446.0,497.0,419.7,495.8,1,1578,1782894142432
3,4,pose,9,60,250,0,6,3,589.0,344.0,608.3,337.5,1,2707,1782894145139
3,4,pose,9,60,250,0,2,4,398.0,438.0,376.9,421.7,1,1839,1782894146978
3,4,pose,9,60,250,0,7,5,591.0,407.0,623.1,421.7,0,1405,1782894148383
3,4,pose,9,60,250,0,7,5,609.0,423.0,623.1,421.7,1,2470,1782894149448
3,4,pose,9,60,250,0,3,6,369.0,354.0,391.7,337.5,1,1275,1782894150723
3,4,pose,9,60,250,0,8,7,423.0,378.0,580.3,495.8,0,667,1782894151390
3,4,pose,9,60,250,0,8,7,574.0,511.0,580.3,495.8,1,2004,1782894152727
3,4,pose,9,60,250,0,4,8,465.0,294.0,457.2,282.5,1,1603,1782894154330
