iteration,pid,technique,num_targets,target_w,target_d,latency_ms,target_id,step,click_x,click_y,target_x,target_y,success,mt_ms,timestamp
1,4,pose,9,90,400,0,0,0,417.0,609.0,500.0,600.0,0,2210,1782894201100
1,4,pose,9,90,400,0,0,0,479.0,608.0,500.0,600.0,1,3171,1782894202061
1,4,pose,9,90,400,0,5,1,600.0,222.0,568.4,212.1,1,935,1782894202996
1,4,pose,9,90,400,0,1,2,389.0,549.0,371.4,553.2,1,1375,1782894204371
1,4,pose,9,90,400,0,6,3,689.0,321.0,673.2,300.0,1,1375,1782894205746
1,4,pose,9,90,400,0,2,4,305.0,448.0,303.0,434.7,1,1136,1782894206882
1,4,pose,9,90,400,0,7,5,679.0,457.0,697.0,434.7,1,1070,1782894207952
1,4,pose,9,90,400,0,3,6,393.0,352.0,326.8,300.0,0,970,1782894208922
1,4,pose,9,90,400,0,3,6,330.0,299.0,326.8,300.0,1,3377,1782894211329
1,4,pose,9,90,400,0,8,7,598.0,591.0,628.6,553.2,0,1202,1782894212531
1,4,pose,9,90,400,0,8,7,616.0,559.0,628.6,553.2,1,1570,1782894212899
1,4,pose,9,90,400,0,4,8,424.0,249.0,431.6,212.1,1,1306,1782894214205
2,4,pose,9,90,400,0,0,0,495.0,601.0,500.0,600.0,1,1237,1782894215442
2,4,pose,9,90,400,0,5,1,575.0,207.0,568.4,212.1,1,1471,1782894216913
2,4,pose,9,90,400,0,1,2,376.0,551.0,371.4,553.2,1,1502,1782894218415
2,4,pose,9,90,400,0,6,3,681.0,321.0,673.2,300.0,1,1242,1782894219657
2,4,pose,9,90,400,0,2,4,339.0,441.0,303.0,434.7,1,1237,1782894220894
2,4,pose,9,90,400,0,7,5,692.0,453.0,697.0,434.7,1,1199,1782894222093
2,4,pose,9,90,400,0,3,6,335.0,312.0,326.8,300.0,1,1202,1782894223295
2,4,pose,9,90,400,0,8,7,610.0,578.0,628.6,553.2,1,1019,1782894224314
2,4,pose,9,90,400,0,4,8,466.0,203.0,431.6,212.1,1,1267,1782894225581
3,4,pose,9,90,400,0,0,0,514.0,576.0,500.0,600.0,1,1371,1782894226952
3,4,pose,9,90,400,0,5,1,593.0,229.0,568.4,212.1,1,934,1782894227886
3,4,pose,9,90,400,0,1,2,379.0,561.0,371.4,553.2,1,1439,1782894229325
3,4,pose,9,90,400,0,6,3,671.0,331.0,673.2,300.0,1,1176,1782894230501
3,4,pose,9,90,400,0,2,4,339.0,465.0,303.0,434.7,0,1264,1782894231765
3,4,pose,9,90,400,0,2,4,325.0,436.0,303.0,434.7,1,2338,1782894232839
3,4,pose,9,90,400,0,7,5,700.0,430.0,697.0,434.7,1,1638,1782894234477
3,4,pose,9,90,400,0,3,6,351.0,297.0,326.8,300.0,1,1572,1782894236049
3,4,pose,9,90,400,0,8,7,612.0,561.0,628.6,553.2,1,1168,1782894237217
3,4,pose,9,90,400,0,4,8,464.0,240.0,431.6,212.1,1,1235,1782894238452
