iteration,pid,technique,num_targets,target_w,target_d,latency_ms,target_id,step,click_x,click_y,target_x,target_y,success,mt_ms,timestamp
1,2,mouse,9,40,400,150,0,0,500.0,607.0,500.0,600.0,1,2323,1782658064435
1,2,mouse,9,40,400,150,5,1,575.0,203.0,568.4,212.1,1,1304,1782658065739
1,2,mouse,9,40,400,150,1,2,381.0,553.0,371.4,553.2,1,1717,1782658067456
1,2,mouse,9,40,400,150,6,3,668.0,302.0,673.2,300.0,1,1395,1782658068851
1,2,mouse,9,40,400,150,2,4,303.0,427.0,303.0,434.7,1,1486,1782658070337
1,2,mouse,9,40,400,150,7,5,710.0,437.0,697.0,434.7,1,1012,1782658071349
1,2,mouse,9,40,400,150,3,6,328.0,312.0,326.8,300.0,1,975,1782658072324
1,2,mouse,9,40,400,150,8,7,634.0,562.0,628.6,553.2,1,1433,1782658073757
1,2,mouse,9,40,400,150,4,8,426.0,210.0,431.6,212.1,1,1110,1782658074867
2,2,mouse,9,40,400,150,0,0,500.0,606.0,500.0,600.0,1,1711,1782658076578
2,2,mouse,9,40,400,150,5,1,563.0,205.0,568.4,212.1,1,1266,1782658077844
2,2,mouse,9,40,400,150,1,2,379.0,552.0,371.4,553.2,1,1380,1782658079224
2,2,mouse,9,40,400,150,6,3,678.0,299.0,673.2,300.0,1,1545,1782658080769
2,2,mouse,9,40,400,150,2,4,302.0,428.0,303.0,434.7,1,1448,1782658082217
2,2,mouse,9,40,400,150,7,5,705.0,437.0,697.0,434.7,1,1568,1782658083785
2,2,mouse,9,40,400,150,3,6,307.0,302.0,326.8,300.0,1,1357,1782658085142
2,2,mouse,9,40,400,150,8,7,623.0,562.0,628.6,553.2,1,1282,1782658086424
2,2,mouse,9,40,400,150,4,8,425.0,209.0,431.6,212.1,1,1260,1782658087684
3,2,mouse,9,40,400,150,0,0,501.0,599.0,500.0,600.0,1,1102,1782658088786
3,2,mouse,9,40,400,150,5,1,569.0,205.0,568.4,212.1,1,1096,1782658089882
3,2,mouse,9,40,400,150,1,2,376.0,561.0,371.4,553.2,1,1215,1782658091097
3,2,mouse,9,40,400,150,6,3,675.0,291.0,673.2,300.0,1,1320,1782658092417
3,2,mouse,9,40,400,150,2,4,309.0,434.0,303.0,434.7,1,1373,1782658093790
3,2,mouse,9,40,400,150,7,5,704.0,437.0,697.0,434.7,1,1035,1782658094825
3,2,mouse,9,40,400,150,3,6,337.0,308.0,326.8,300.0,1,1259,1782658096084
3,2,mouse,9,40,400,150,8,7,636.0,565.0,628.6,553.2,1,1732,1782658097816
3,2,mouse,9,40,400,150,4,8,428.0,211.0,431.6,212.1,1,1351,1782658099167
