iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,1,touchpad,100,350,0,1782579075485,1782579075833,348,0
1,RL,1,touchpad,100,350,0,1782579076248,1782579076647,399,0
2,LR,1,touchpad,100,350,0,1782579076987,1782579077343,356,0
2,RL,1,touchpad,100,350,0,1782579077675,1782579078047,372,0
3,LR,1,touchpad,100,350,0,1782579078378,1782579078784,406,0
3,RL,1,touchpad,100,350,0,1782579079157,1782579079497,340,0
