iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,3,touchpad,100,650,0,1782742602532,1782742602677,145,0
1,RL,3,touchpad,100,650,0,1782742602967,1782742603096,129,0
2,LR,3,touchpad,100,650,0,1782742603539,1782742603918,379,0
2,RL,3,touchpad,100,650,0,1782742604222,1782742604518,296,1
3,LR,3,touchpad,100,650,0,1782742604908,1782742605295,387,0
3,RL,3,touchpad,100,650,0,1782742605568,1782742605765,197,0
