iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,2,touchpad,150,500,0,1782662425749,1782662425943,194,0
1,RL,2,touchpad,150,500,0,1782662426213,1782662426364,151,0
2,LR,2,touchpad,150,500,0,1782662426669,1782662426854,185,0
2,RL,2,touchpad,150,500,0,1782662427114,1782662427197,83,0
3,LR,2,touchpad,150,500,0,1782662427555,1782662427758,203,0
3,RL,2,touchpad,150,500,0,1782662428011,1782662428170,159,0
