iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,4,touchpad,100,350,0,1782893763535,1782893763917,382,0
1,RL,4,touchpad,100,350,0,1782893764297,1782893764713,416,0
2,LR,4,touchpad,100,350,0,1782893765052,1782893765520,468,1
2,RL,4,touchpad,100,350,0,1782893765961,1782893766266,305,0
3,LR,4,touchpad,100,350,0,1782893766579,1782893766978,399,0
3,RL,4,touchpad,100,350,0,1782893767327,1782893767641,314,0
