iteration,pid,technique,num_targets,target_w,target_d,latency_ms,target_id,step,click_x,click_y,target_x,target_y,success,mt_ms,timestamp
1,2,touchpad,9,40,400,0,0,0,498.0,594.0,500.0,600.0,1,1609,1782662433785
1,2,touchpad,9,40,400,0,5,1,573.0,215.0,568.4,212.1,1,1103,1782662434888
1,2,touchpad,9,40,400,0,1,2,367.0,550.0,371.4,553.2,1,1194,1782662436082
1,2,touchpad,9,40,400,0,6,3,684.0,285.0,673.2,300.0,1,1320,1782662437402
1,2,touchpad,9,40,400,0,2,4,299.0,426.0,303.0,434.7,1,1223,1782662438625
1,2,touchpad,9,40,400,0,7,5,691.0,417.0,697.0,434.7,1,1117,1782662439742
1,2,touchpad,9,40,400,0,3,6,324.0,306.0,326.8,300.0,1,1123,1782662440865
1,2,touchpad,9,40,400,0,8,7,622.0,551.0,628.6,553.2,1,969,1782662441834
1,2,touchpad,9,40,400,0,4,8,425.0,205.0,431.6,212.1,1,1186,1782662443020
2,2,touchpad,9,40,400,0,0,0,509.0,600.0,500.0,600.0,1,862,1782662443882
2,2,touchpad,9,40,400,0,5,1,563.0,203.0,568.4,212.1,1,1229,1782662445111
2,2,touchpad,9,40,400,0,1,2,373.0,548.0,371.4,553.2,1,1153,1782662446264
2,2,touchpad,9,40,400,0,6,3,663.0,302.0,673.2,300.0,1,1081,1782662447345
2,2,touchpad,9,40,400,0,2,4,301.0,431.0,303.0,434.7,1,1180,1782662448525
2,2,touchpad,9,40,400,0,7,5,682.0,423.0,697.0,434.7,1,1377,1782662449902
2,2,touchpad,9,40,400,0,3,6,332.0,313.0,326.8,300.0,1,1203,1782662451105
2,2,touchpad,9,40,400,0,8,7,631.0,538.0,628.6,553.2,1,1102,1782662452207
2,2,touchpad,9,40,400,0,4,8,424.0,202.0,431.6,212.1,1,1342,1782662453549
3,2,touchpad,9,40,400,0,0,0,505.0,599.0,500.0,600.0,1,1208,1782662454757
3,2,touchpad,9,40,400,0,5,1,574.0,201.0,568.4,212.1,1,1370,1782662456127
3,2,touchpad,9,40,400,0,1,2,374.0,553.0,371.4,553.2,1,968,1782662457095
3,2,touchpad,9,40,400,0,6,3,681.0,299.0,673.2,300.0,1,1152,1782662458247
3,2,touchpad,9,40,400,0,2,4,314.0,439.0,303.0,434.7,1,1209,1782662459456
3,2,touchpad,9,40,400,0,7,5,700.0,423.0,697.0,434.7,1,1080,1782662460536
3,2,touchpad,9,40,400,0,3,6,317.0,308.0,326.8,300.0,1,1266,1782662461802
3,2,touchpad,9,40,400,0,8,7,623.0,563.0,628.6,553.2,1,1150,1782662462952
3,2,touchpad,9,40,400,0,4,8,427.0,209.0,431.6,212.1,1,1215,1782662464167
