iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,3,mouse,100,500,0,1782742884774,1782742885806,1032,0
1,RL,3,mouse,100,500,0,1782742886075,1782742886575,500,0
2,LR,3,mouse,100,500,0,1782742886814,1782742886906,92,0
2,RL,3,mouse,100,500,0,1782742887284,1782742887711,427,0
3,LR,3,mouse,100,500,0,1782742887916,1782742888028,112,0
3,RL,3,mouse,100,500,0,1782742888375,1782742889126,751,0
