iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,4,mouse,100,350,150,1782894578118,1782894578329,211,0
1,RL,4,mouse,100,350,150,1782894578863,1782894579142,279,0
2,LR,4,mouse,100,350,150,1782894579666,1782894579920,254,0
2,RL,4,mouse,100,350,150,1782894580386,1782894580640,254,0
3,LR,4,mouse,100,350,150,1782894581140,1782894581453,313,0
3,RL,4,mouse,100,350,150,1782894581918,1782894582153,235,0
