iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,1,touchpad,60,500,0,1782579124124,1782579125488,1364,0
1,RL,1,touchpad,60,500,0,1782579125793,1782579126659,866,0
2,LR,1,touchpad,60,500,0,1782579127066,1782579127821,755,0
2,RL,1,touchpad,60,500,0,1782579128135,1782579129001,866,0
3,LR,1,touchpad,60,500,0,1782579129323,1782579130059,736,0
3,RL,1,touchpad,60,500,0,1782579130355,1782579131245,890,0
