iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,3,pose,100,350,0,1782743010234,1782743010881,647,0
1,RL,3,pose,100,350,0,1782743011336,1782743011916,580,0
2,LR,3,pose,100,350,0,1782743012453,1782743013137,684,0
2,RL,3,pose,100,350,0,1782743013616,1782743014118,502,0
3,LR,3,pose,100,350,0,1782743014622,1782743015169,547,0
3,RL,3,pose,100,350,0,1782743015690,1782743016223,533,0
