iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,3,pose,150,500,0,1782743261490,1782743262373,883,0
1,RL,3,pose,150,500,0,1782743262824,1782743263358,534,0
2,LR,3,pose,150,500,0,1782743263839,1782743264423,584,0
2,RL,3,pose,150,500,0,1782743264890,1782743265377,487,0
3,LR,3,pose,150,500,0,1782743265930,1782743266662,732,0
3,RL,3,pose,150,500,0,1782743267031,1782743267692,661,0
