iteration,pid,technique,num_targets,target_w,target_d,latency_ms,target_id,step,click_x,click_y,target_x,target_y,success,mt_ms,timestamp
1,4,pose,9,40,400,0,0,0,486.0,616.0,500.0,600.0,0,2863,1782894449022
1,4,pose,9,40,400,0,0,0,494.0,596.0,500.0,600.0,1,4144,1782894450303
1,4,pose,9,40,400,0,5,1,583.0,223.0,568.4,212.1,1,1867,1782894452170
1,4,pose,9,40,400,0,1,2,372.0,551.0,371.4,553.2,1,3442,1782894455612
1,4,pose,9,40,400,0,6,3,379.0,552.0,673.2,300.0,0,364,1782894455976
1,4,pose,9,40,400,0,6,3,641.0,318.0,673.2,300.0,0,1470,1782894457082
1,4,pose,9,40,400,0,6,3,678.0,288.0,673.2,300.0,1,2512,1782894458124
1,4,pose,9,40,400,0,2,4,669.0,294.0,303.0,434.7,0,300,1782894458424
1,4,pose,9,40,400,0,2,4,304.0,446.0,303.0,434.7,1,2269,1782894460393
1,4,pose,9,40,400,0,7,5,690.0,451.0,697.0,434.7,1,1807,1782894462200
1,4,pose,9,40,400,0,3,6,303.0,301.0,326.8,300.0,0,1505,1782894463705
1,4,pose,9,40,400,0,3,6,325.0,304.0,326.8,300.0,1,3846,1782894466046
1,4,pose,9,40,400,0,8,7,627.0,561.0,628.6,553.2,1,1702,1782894467748
1,4,pose,9,40,400,0,4,8,405.0,267.0,431.6,212.1,0,4382,1782894472130
1,4,pose,9,40,400,0,4,8,407.0,206.0,431.6,212.1,0,5650,1782894473398
1,4,pose,9,40,400,0,4,8,407.0,200.0,431.6,212.1,0,6292,1782894474040
1,4,pose,9,40,400,0,4,8,427.0,211.0,431.6,212.1,1,7589,1782894475337
2,4,pose,9,40,400,0,0,0,430.0,215.0,500.0,600.0,0,534,1782894475871
2,4,pose,9,40,400,0,0,0,432.0,213.0,500.0,600.0,0,809,1782894476146
2,4,pose,9,40,400,0,0,0,511.0,637.0,500.0,600.0,0,1809,1782894477146
2,4,pose,9,40,400,0,0,0,515.0,606.0,500.0,600.0,1,2309,1782894477646
2,4,pose,9,40,400,0,5,1,543.0,229.0,568.4,212.1,0,1871,1782894479517
2,4,pose,9,40,400,0,5,1,546.0,268.0,568.4,212.1,0,4715,1782894482361
2,4,pose,9,40,400,0,5,1,570.0,205.0,568.4,212.1,1,8095,1782894485741
2,4,pose,9,40,400,0,1,2,366.0,555.0,371.4,553.2,1,2304,1782894488045
2,4,pose,9,40,400,0,6,3,661.0,305.0,673.2,300.0,1,2479,1782894490524
2,4,pose,9,40,400,0,2,4,300.0,448.0,303.0,434.7,1,1901,1782894492425
2,4,pose,9,40,400,0,7,5,687.0,437.0,697.0,434.7,1,1876,1782894494301
2,4,pose,9,40,400,0,3,6,308.0,299.0,326.8,300.0,1,1910,1782894496211
2,4,pose,9,40,400,0,8,7,643.0,554.0,628.6,553.2,1,2269,1782894498480
2,4,pose,9,40,400,0,4,8,444.0,210.0,431.6,212.1,1,2711,1782894501191
3,4,pose,9,40,400,0,0,0,501.0,599.0,500.0,600.0,1,2245,1782894503436
3,4,pose,9,40,400,0,5,1,562.0,213.0,568.4,212.1,1,2271,1782894505707
3,4,pose,9,40,400,0,1,2,367.0,552.0,371.4,553.2,1,1816,1782894507523
3,4,pose,9,40,400,0,6,3,668.0,294.0,673.2,300.0,1,1930,1782894509453
3,4,pose,9,40,400,0,2,4,312.0,431.0,303.0,434.7,1,2109,1782894511562
3,4,pose,9,40,400,0,7,5,695.0,432.0,697.0,434.7,1,1871,1782894513433
3,4,pose,9,40,400,0,3,6,312.0,314.0,326.8,300.0,0,1374,1782894514807
3,4,pose,9,40,400,0,3,6,317.0,317.0,326.8,300.0,1,2981,1782894516414
3,4,pose,9,40,400,0,8,7,629.0,557.0,628.6,553.2,1,3474,1782894519888
3,4,pose,9,40,400,0,4,8,435.0,225.0,431.6,212.1,1,2105,1782894521993
