iteration,pid,technique,num_targets,target_w,target_d,latency_ms,target_id,step,click_x,click_y,target_x,target_y,success,mt_ms,timestamp
1,4,pose,9,60,400,0,0,0,518.0,571.0,500.0,600.0,0,3122,1782894251427
1,4,pose,9,60,400,0,0,0,506.0,607.0,500.0,600.0,1,4726,1782894253031
1,4,pose,9,60,400,0,5,1,578.0,223.0,568.4,212.1,1,1605,1782894254636
1,4,pose,9,60,400,0,1,2,377.0,560.0,371.4,553.2,1,1709,1782894256345
1,4,pose,9,60,400,0,6,3,680.0,297.0,673.2,300.0,1,2268,1782894258613
1,4,pose,9,60,400,0,2,4,297.0,436.0,303.0,434.7,1,1903,1782894260516
1,4,pose,9,60,400,0,7,5,683.0,431.0,697.0,434.7,1,1941,1782894262457
1,4,pose,9,60,400,0,3,6,325.0,308.0,326.8,300.0,1,1504,1782894263961
1,4,pose,9,60,400,0,8,7,631.0,553.0,628.6,553.2,1,1505,1782894265466
1,4,pose,9,60,400,0,4,8,422.0,216.0,431.6,212.1,1,1505,1782894266971
2,4,pose,9,60,400,0,0,0,521.0,596.0,500.0,600.0,1,1773,1782894268744
2,4,pose,9,60,400,0,5,1,521.0,271.0,568.4,212.1,0,936,1782894269680
2,4,pose,9,60,400,0,5,1,563.0,190.0,568.4,212.1,1,3140,1782894271884
2,4,pose,9,60,400,0,1,2,379.0,562.0,371.4,553.2,1,2443,1782894274327
2,4,pose,9,60,400,0,6,3,678.0,289.0,673.2,300.0,1,1709,1782894276036
2,4,pose,9,60,400,0,2,4,301.0,435.0,303.0,434.7,1,3073,1782894279109
2,4,pose,9,60,400,0,7,5,691.0,426.0,697.0,434.7,1,1941,1782894281050
2,4,pose,9,60,400,0,3,6,338.0,298.0,326.8,300.0,1,1400,1782894282450
2,4,pose,9,60,400,0,8,7,661.0,575.0,628.6,553.2,0,1247,1782894283697
2,4,pose,9,60,400,0,8,7,634.0,549.0,628.6,553.2,1,1841,1782894284291
2,4,pose,9,60,400,0,4,8,452.0,223.0,431.6,212.1,1,1580,1782894285871
3,4,pose,9,60,400,0,0,0,493.0,620.0,500.0,600.0,1,2668,1782894288539
3,4,pose,9,60,400,0,5,1,560.0,215.0,568.4,212.1,1,2208,1782894290747
3,4,pose,9,60,400,0,1,2,363.0,520.0,371.4,553.2,0,1669,1782894292416
3,4,pose,9,60,400,0,1,2,380.0,546.0,371.4,553.2,1,3204,1782894293951
3,4,pose,9,60,400,0,6,3,659.0,323.0,673.2,300.0,1,2510,1782894296461
3,4,pose,9,60,400,0,2,4,299.0,425.0,303.0,434.7,1,1909,1782894298370
3,4,pose,9,60,400,0,7,5,691.0,454.0,697.0,434.7,1,2103,1782894300473
3,4,pose,9,60,400,0,3,6,334.0,315.0,326.8,300.0,1,2177,1782894302650
3,4,pose,9,60,400,0,8,7,630.0,549.0,628.6,553.2,1,1573,1782894304223
3,4,pose,9,60,400,0,4,8,440.0,232.0,431.6,212.1,1,2779,1782894307002
