iteration,pid,technique,num_targets,target_w,target_d,latency_ms,target_id,step,click_x,click_y,target_x,target_y,success,mt_ms,timestamp
1,1,pose,9,60,400,0,0,0,369.0,420.0,500.0,600.0,0,1454,1782578671105
1,1,pose,9,60,400,0,0,0,492.0,583.0,500.0,600.0,1,2690,1782578672341
1,1,pose,9,60,400,0,5,1,563.0,212.0,568.4,212.1,1,2653,1782578674994
1,1,pose,9,60,400,0,1,2,377.0,562.0,371.4,553.2,1,1742,1782578676736
1,1,pose,9,60,400,0,6,3,658.0,316.0,673.2,300.0,1,1942,1782578678678
1,1,pose,9,60,400,0,2,4,317.0,448.0,303.0,434.7,1,1376,1782578680054
1,1,pose,9,60,400,0,7,5,676.0,455.0,697.0,434.7,1,1803,1782578681857
1,1,pose,9,60,400,0,3,6,315.0,283.0,326.8,300.0,1,1478,1782578683335
1,1,pose,9,60,400,0,8,7,599.0,505.0,628.6,553.2,0,1239,1782578684574
1,1,pose,9,60,400,0,8,7,601.0,533.0,628.6,553.2,0,1713,1782578685048
1,1,pose,9,60,400,0,8,7,613.0,571.0,628.6,553.2,1,3056,1782578686391
1,1,pose,9,60,400,0,4,8,433.0,231.0,431.6,212.1,1,2003,1782578688394
2,1,pose,9,60,400,0,0,0,521.0,585.0,500.0,600.0,1,1542,1782578689936
2,1,pose,9,60,400,0,5,1,568.0,260.0,568.4,212.1,0,2408,1782578692344
2,1,pose,9,60,400,0,5,1,554.0,224.0,568.4,212.1,1,3716,1782578693652
2,1,pose,9,60,400,0,1,2,379.0,551.0,371.4,553.2,1,1744,1782578695396
2,1,pose,9,60,400,0,6,3,653.0,300.0,673.2,300.0,1,1869,1782578697265
2,1,pose,9,60,400,0,2,4,310.0,437.0,303.0,434.7,1,2377,1782578699642
2,1,pose,9,60,400,0,7,5,699.0,435.0,697.0,434.7,1,1580,1782578701222
2,1,pose,9,60,400,0,3,6,331.0,292.0,326.8,300.0,1,1770,1782578702992
2,1,pose,9,60,400,0,8,7,621.0,535.0,628.6,553.2,1,1676,1782578704668
2,1,pose,9,60,400,0,4,8,423.0,214.0,431.6,212.1,1,1544,1782578706212
3,1,pose,9,60,400,0,0,0,491.0,598.0,500.0,600.0,1,1501,1782578707713
3,1,pose,9,60,400,0,5,1,551.0,258.0,568.4,212.1,0,2556,1782578710269
3,1,pose,9,60,400,0,5,1,573.0,213.0,568.4,212.1,1,3423,1782578711136
3,1,pose,9,60,400,0,1,2,378.0,548.0,371.4,553.2,1,1809,1782578712945
3,1,pose,9,60,400,0,6,3,663.0,290.0,673.2,300.0,1,1705,1782578714650
3,1,pose,9,60,400,0,2,4,328.0,434.0,303.0,434.7,1,1874,1782578716524
3,1,pose,9,60,400,0,7,5,681.0,433.0,697.0,434.7,1,1678,1782578718202
3,1,pose,9,60,400,0,3,6,348.0,311.0,326.8,300.0,1,1597,1782578719799
3,1,pose,9,60,400,0,8,7,608.0,555.0,628.6,553.2,1,2081,1782578721880
3,1,pose,9,60,400,0,4,8,441.0,201.0,431.6,212.1,1,1771,1782578723651
