iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,1,pose,100,350,0,1782578305624,1782578306256,632,0
1,RL,1,pose,100,350,0,1782578306997,1782578307502,505,1
2,LR,1,pose,100,350,0,1782578308208,1782578308974,766,1
2,RL,1,pose,100,350,0,1782578309785,1782578311056,1271,0
3,LR,1,pose,100,350,0,1782578311523,1782578312162,639,0
3,RL,1,pose,100,350,0,1782578312801,1782578313540,739,0
