iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,3,pose,60,500,0,1782743227476,1782743228846,1370,0
1,RL,3,pose,60,500,0,1782743229498,1782743230877,1379,0
2,LR,3,pose,60,500,0,1782743231450,1782743232630,1180,0
2,RL,3,pose,60,500,0,1782743233502,1782743234769,1267,0
3,LR,3,pose,60,500,0,1782743235403,1782743236618,1215,0
3,RL,3,pose,60,500,0,1782743237373,1782743238584,1211,0
