iteration,pid,technique,num_targets,target_w,target_d,latency_ms,target_id,step,click_x,click_y,target_x,target_y,success,mt_ms,timestamp
1,4,touchpad,9,90,400,0,0,0,502.0,596.0,500.0,600.0,1,1882,1782893782230
1,4,touchpad,9,90,400,0,5,1,565.0,189.0,568.4,212.1,1,1173,1782893783403
1,4,touchpad,9,90,400,0,1,2,350.0,596.0,371.4,553.2,0,870,1782893784273
1,4,touchpad,9,90,400,0,1,2,370.0,546.0,371.4,553.2,1,1261,1782893784664
1,4,touchpad,9,90,400,0,6,3,675.0,284.0,673.2,300.0,1,834,1782893785498
1,4,touchpad,9,90,400,0,2,4,307.0,445.0,303.0,434.7,1,718,1782893786216
1,4,touchpad,9,90,400,0,7,5,709.0,401.0,697.0,434.7,1,832,1782893787048
1,4,touchpad,9,90,400,0,3,6,321.0,308.0,326.8,300.0,1,820,1782893787868
1,4,touchpad,9,90,400,0,8,7,619.0,549.0,628.6,553.2,1,768,1782893788636
1,4,touchpad,9,90,400,0,4,8,438.0,211.0,431.6,212.1,1,756,1782893789392
2,4,touchpad,9,90,400,0,0,0,504.0,582.0,500.0,600.0,1,757,1782893790149
2,4,touchpad,9,90,400,0,5,1,571.0,216.0,568.4,212.1,1,838,1782893790987
2,4,touchpad,9,90,400,0,1,2,370.0,555.0,371.4,553.2,1,803,1782893791790
2,4,touchpad,9,90,400,0,6,3,678.0,309.0,673.2,300.0,1,782,1782893792572
2,4,touchpad,9,90,400,0,2,4,304.0,441.0,303.0,434.7,1,771,1782893793343
2,4,touchpad,9,90,400,0,7,5,709.0,419.0,697.0,434.7,1,770,1782893794113
2,4,touchpad,9,90,400,0,3,6,323.0,278.0,326.8,300.0,1,770,1782893794883
2,4,touchpad,9,90,400,0,8,7,608.0,557.0,628.6,553.2,1,708,1782893795591
2,4,touchpad,9,90,400,0,4,8,428.0,181.0,431.6,212.1,1,657,1782893796248
3,4,touchpad,9,90,400,0,0,0,496.0,608.0,500.0,600.0,1,681,1782893796929
3,4,touchpad,9,90,400,0,5,1,562.0,200.0,568.4,212.1,1,746,1782893797675
3,4,touchpad,9,90,400,0,1,2,368.0,562.0,371.4,553.2,1,695,1782893798370
3,4,touchpad,9,90,400,0,6,3,714.0,280.0,673.2,300.0,0,833,1782893799203
3,4,touchpad,9,90,400,0,6,3,663.0,300.0,673.2,300.0,1,1742,1782893800112
3,4,touchpad,9,90,400,0,2,4,294.0,437.0,303.0,434.7,1,757,1782893800869
3,4,touchpad,9,90,400,0,7,5,702.0,441.0,697.0,434.7,1,695,1782893801564
3,4,touchpad,9,90,400,0,3,6,332.0,292.0,326.8,300.0,1,795,1782893802359
3,4,touchpad,9,90,400,0,8,7,622.0,551.0,628.6,553.2,1,745,1782893803104
3,4,touchpad,9,90,400,0,4,8,431.0,195.0,431.6,212.1,1,757,1782893803861
