iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,3,touchpad,150,500,0,1782742732129,1782742732398,269,0
1,RL,3,touchpad,150,500,0,1782742732592,1782742732759,167,0
2,LR,3,touchpad,150,500,0,1782742733065,1782742733167,102,0
2,RL,3,touchpad,150,500,0,1782742733498,1782742733871,373,0
3,LR,3,touchpad,150,500,0,1782742734064,1782742734207,143,0
3,RL,3,touchpad,150,500,0,1782742734513,1782742734614,101,0
