iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,3,mouse,60,500,0,1782742875223,1782742875739,516,0
1,RL,3,mouse,60,500,0,1782742876108,1782742876689,581,0
2,LR,3,mouse,60,500,0,1782742876979,1782742877316,337,0
2,RL,3,mouse,60,500,0,1782742877597,1782742878107,510,0
3,LR,3,mouse,60,500,0,1782742878408,1782742878692,284,0
3,RL,3,mouse,60,500,0,1782742878987,1782742879490,503,0
