iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,2,pose,100,650,0,1782661744811,1782661746494,1683,0
1,RL,2,pose,100,650,0,1782661746939,1782661747841,902,0
2,LR,2,pose,100,650,0,1782661748613,1782661749713,1100,0
2,RL,2,pose,100,650,0,1782661750279,1782661751066,787,0
3,LR,2,pose,100,650,0,1782661751879,1782661753065,1186,0
3,RL,2,pose,100,650,0,1782661753679,1782661754632,953,0
