iteration,pid,technique,num_targets,target_w,target_d,latency_ms,target_id,step,click_x,click_y,target_x,target_y,success,mt_ms,timestamp
1,4,pose,9,60,550,0,0,0,470.0,671.0,500.0,675.0,0,2685,1782894369052
1,4,pose,9,60,550,0,0,0,497.0,678.0,500.0,675.0,1,3724,1782894370091
1,4,pose,9,60,550,0,5,1,595.0,142.0,594.1,141.6,1,2009,1782894372100
1,4,pose,9,60,550,0,1,2,354.0,588.0,323.2,610.7,0,1769,1782894373869
1,4,pose,9,60,550,0,1,2,329.0,611.0,323.2,610.7,1,2207,1782894374307
1,4,pose,9,60,550,0,6,3,724.0,286.0,738.2,262.5,1,2007,1782894376314
1,4,pose,9,60,550,0,2,4,237.0,475.0,229.2,447.8,1,1874,1782894378188
1,4,pose,9,60,550,0,7,5,782.0,464.0,770.8,447.8,1,1371,1782894379559
1,4,pose,9,60,550,0,3,6,302.0,276.0,261.8,262.5,0,1506,1782894381065
1,4,pose,9,60,550,0,3,6,285.0,287.0,261.8,262.5,0,2039,1782894381598
1,4,pose,9,60,550,0,3,6,264.0,262.0,261.8,262.5,1,2508,1782894382067
1,4,pose,9,60,550,0,8,7,672.0,628.0,676.8,610.7,1,1201,1782894383268
1,4,pose,9,60,550,0,4,8,413.0,120.0,405.9,141.6,1,1838,1782894385106
2,4,pose,9,60,550,0,0,0,498.0,685.0,500.0,675.0,1,1803,1782894386909
2,4,pose,9,60,550,0,5,1,608.0,123.0,594.1,141.6,1,1642,1782894388551
2,4,pose,9,60,550,0,1,2,324.0,602.0,323.2,610.7,1,2072,1782894390623
2,4,pose,9,60,550,0,6,3,712.0,286.0,738.2,262.5,0,1471,1782894392094
2,4,pose,9,60,550,0,6,3,745.0,285.0,738.2,262.5,1,3009,1782894393632
2,4,pose,9,60,550,0,2,4,229.0,427.0,229.2,447.8,1,1904,1782894395536
2,4,pose,9,60,550,0,7,5,775.0,444.0,770.8,447.8,1,2069,1782894397605
2,4,pose,9,60,550,0,3,6,274.0,271.0,261.8,262.5,1,1708,1782894399313
2,4,pose,9,60,550,0,8,7,669.0,616.0,676.8,610.7,1,1976,1782894401289
2,4,pose,9,60,550,0,4,8,413.0,147.0,405.9,141.6,1,1438,1782894402727
3,4,pose,9,60,550,0,0,0,498.0,664.0,500.0,675.0,1,2007,1782894404734
3,4,pose,9,60,550,0,5,1,578.0,150.0,594.1,141.6,1,2275,1782894407009
3,4,pose,9,60,550,0,1,2,332.0,614.0,323.2,610.7,1,2170,1782894409179
3,4,pose,9,60,550,0,6,3,745.0,258.0,738.2,262.5,1,1572,1782894410751
3,4,pose,9,60,550,0,2,4,236.0,462.0,229.2,447.8,1,1869,1782894412620
3,4,pose,9,60,550,0,7,5,743.0,424.0,770.8,447.8,0,1305,1782894413925
3,4,pose,9,60,550,0,7,5,780.0,458.0,770.8,447.8,1,1675,1782894414295
3,4,pose,9,60,550,0,3,6,258.0,280.0,261.8,262.5,1,1806,1782894416101
3,4,pose,9,60,550,0,8,7,672.0,630.0,676.8,610.7,1,1968,1782894418069
3,4,pose,9,60,550,0,4,8,408.0,144.0,405.9,141.6,1,2044,1782894420113
