iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,3,mouse,100,650,0,1782742756376,1782742756916,540,1
1,RL,3,mouse,100,650,0,1782742757181,1782742758153,972,0
2,LR,3,mouse,100,650,0,1782742758390,1782742758610,220,0
2,RL,3,mouse,100,650,0,1782742758991,1782742759426,435,0
3,LR,3,mouse,100,650,0,1782742759714,1782742760351,637,0
3,RL,3,mouse,100,650,0,1782742760576,1782742761193,617,0
