iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,2,mouse,100,350,150,1782657806323,1782657807798,1475,0
1,RL,2,mouse,100,350,150,1782657808281,1782657808401,120,0
2,LR,2,mouse,100,350,150,1782657809023,1782657809500,477,0
2,RL,2,mouse,100,350,150,1782657809925,1782657810481,556,0
3,LR,2,mouse,100,350,150,1782657810907,1782657811060,153,0
3,RL,2,mouse,100,350,150,1782657811604,1782657811748,144,0
