iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,4,pose,100,350,0,1782894350859,1782894352061,1202,1
1,RL,4,pose,100,350,0,1782894352563,1782894353366,803,0
2,LR,4,pose,100,350,0,1782894353977,1782894354539,562,0
2,RL,4,pose,100,350,0,1782894354767,1782894355778,1011,1
3,LR,4,pose,100,350,0,1782894356440,1782894357051,611,0
3,RL,4,pose,100,350,0,1782894357816,1782894358426,610,0
