iteration,pid,technique,num_targets,target_w,target_d,latency_ms,target_id,step,click_x,click_y,target_x,target_y,success,mt_ms,timestamp
1,4,mouse,9,60,250,0,0,0,508.0,511.0,500.0,525.0,1,1648,1782894843818
1,4,mouse,9,60,250,0,5,1,541.0,258.0,542.8,282.5,1,523,1782894844341
1,4,mouse,9,60,250,0,1,2,423.0,473.0,419.7,495.8,1,653,1782894844994
1,4,mouse,9,60,250,0,6,3,611.0,323.0,608.3,337.5,1,574,1782894845568
1,4,mouse,9,60,250,0,2,4,384.0,409.0,376.9,421.7,1,674,1782894846242
1,4,mouse,9,60,250,0,7,5,613.0,415.0,623.1,421.7,1,502,1782894846744
1,4,mouse,9,60,250,0,3,6,377.0,342.0,391.7,337.5,1,525,1782894847269
1,4,mouse,9,60,250,0,8,7,581.0,482.0,580.3,495.8,1,536,1782894847805
1,4,mouse,9,60,250,0,4,8,466.0,284.0,457.2,282.5,1,571,1782894848376
2,4,mouse,9,60,250,0,0,0,497.0,515.0,500.0,525.0,1,541,1782894848917
2,4,mouse,9,60,250,0,5,1,528.0,279.0,542.8,282.5,1,539,1782894849456
2,4,mouse,9,60,250,0,1,2,421.0,475.0,419.7,495.8,1,567,1782894850023
2,4,mouse,9,60,250,0,6,3,596.0,346.0,608.3,337.5,1,461,1782894850484
2,4,mouse,9,60,250,0,2,4,372.0,404.0,376.9,421.7,1,611,1782894851095
2,4,mouse,9,60,250,0,7,5,639.0,424.0,623.1,421.7,1,503,1782894851598
2,4,mouse,9,60,250,0,3,6,369.0,338.0,391.7,337.5,1,680,1782894852278
2,4,mouse,9,60,250,0,8,7,587.0,470.0,580.3,495.8,1,490,1782894852768
2,4,mouse,9,60,250,0,4,8,482.0,291.0,457.2,282.5,1,678,1782894853446
3,4,mouse,9,60,250,0,0,0,511.0,502.0,500.0,525.0,1,574,1782894854020
3,4,mouse,9,60,250,0,5,1,535.0,273.0,542.8,282.5,1,627,1782894854647
3,4,mouse,9,60,250,0,1,2,426.0,487.0,419.7,495.8,1,515,1782894855162
3,4,mouse,9,60,250,0,6,3,572.0,351.0,608.3,337.5,0,523,1782894855685
3,4,mouse,9,60,250,0,6,3,579.0,346.0,608.3,337.5,0,945,1782894856107
3,4,mouse,9,60,250,0,6,3,598.0,335.0,608.3,337.5,1,1249,1782894856411
3,4,mouse,9,60,250,0,2,4,375.0,415.0,376.9,421.7,1,607,1782894857018
3,4,mouse,9,60,250,0,7,5,627.0,424.0,623.1,421.7,1,563,1782894857581
3,4,mouse,9,60,250,0,3,6,381.0,336.0,391.7,337.5,1,615,1782894858196
3,4,mouse,9,60,250,0,8,7,585.0,481.0,580.3,495.8,1,657,1782894858853
3,4,mouse,9,60,250,0,4,8,475.0,272.0,457.2,282.5,1,602,1782894859455
