iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,3,touchpad,100,500,0,1782742579470,1782742579875,405,0
1,RL,3,touchpad,100,500,0,1782742580160,1782742580303,143,0
2,LR,3,touchpad,100,500,0,1782742580657,1782742581034,377,0
2,RL,3,touchpad,100,500,0,1782742581299,1782742581597,298,0
3,LR,3,touchpad,100,500,0,1782742581855,1782742582027,172,0
3,RL,3,touchpad,100,500,0,1782742582340,1782742582510,170,0
