iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,2,mouse,100,350,0,1782657742546,1782657742655,109,0
1,RL,2,mouse,100,350,0,1782657742937,1782657743031,94,0
2,LR,2,mouse,100,350,0,1782657743328,1782657743438,110,0
2,RL,2,mouse,100,350,0,1782657743768,1782657743828,60,0
3,LR,2,mouse,100,350,0,1782657744177,1782657744238,61,0
3,RL,2,mouse,100,350,0,1782657744593,1782657744669,76,0
