iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,2,pose,100,500,0,1782662101672,1782662102605,933,0
1,RL,2,pose,100,500,0,1782662103069,1782662103804,735,0
2,LR,2,pose,100,500,0,1782662104491,1782662105273,782,0
2,RL,2,pose,100,500,0,1782662105907,1782662106506,599,0
3,LR,2,pose,100,500,0,1782662107310,1782662108122,812,0
3,RL,2,pose,100,500,0,1782662108578,1782662109306,728,0
