iteration,pid,technique,num_targets,target_w,target_d,latency_ms,target_id,step,click_x,click_y,target_x,target_y,success,mt_ms,timestamp
1,3,pose,9,40,400,0,0,0,505.0,588.0,500.0,600.0,1,4240,1782743387094
1,3,pose,9,40,400,0,5,1,562.0,246.0,568.4,212.1,0,1223,1782743388317
1,3,pose,9,40,400,0,5,1,566.0,236.0,568.4,212.1,0,2243,1782743389337
1,3,pose,9,40,400,0,5,1,565.0,208.0,568.4,212.1,1,3125,1782743390219
1,3,pose,9,40,400,0,1,2,359.0,569.0,371.4,553.2,0,1846,1782743392065
1,3,pose,9,40,400,0,1,2,381.0,541.0,371.4,553.2,1,2267,1782743392486
1,3,pose,9,40,400,0,6,3,675.0,320.0,673.2,300.0,0,2168,1782743394654
1,3,pose,9,40,400,0,6,3,660.0,315.0,673.2,300.0,1,3503,1782743395989
1,3,pose,9,40,400,0,2,4,292.0,432.0,303.0,434.7,1,2145,1782743398134
1,3,pose,9,40,400,0,7,5,704.0,427.0,697.0,434.7,1,1470,1782743399604
1,3,pose,9,40,400,0,3,6,318.0,316.0,326.8,300.0,1,1666,1782743401270
1,3,pose,9,40,400,0,8,7,619.0,547.0,628.6,553.2,1,3823,1782743405093
1,3,pose,9,40,400,0,4,8,440.0,219.0,431.6,212.1,1,2027,1782743407120
2,3,pose,9,40,400,0,0,0,490.0,608.0,500.0,600.0,1,1708,1782743408828
2,3,pose,9,40,400,0,5,1,586.0,216.0,568.4,212.1,1,2196,1782743411024
2,3,pose,9,40,400,0,1,2,368.0,546.0,371.4,553.2,1,2340,1782743413364
2,3,pose,9,40,400,0,6,3,672.0,307.0,673.2,300.0,1,2290,1782743415654
2,3,pose,9,40,400,0,2,4,292.0,426.0,303.0,434.7,1,1997,1782743417651
2,3,pose,9,40,400,0,7,5,715.0,435.0,697.0,434.7,1,1701,1782743419352
2,3,pose,9,40,400,0,3,6,714.0,332.0,326.8,300.0,0,215,1782743419567
2,3,pose,9,40,400,0,3,6,332.0,307.0,326.8,300.0,1,1652,1782743421004
2,3,pose,9,40,400,0,8,7,617.0,551.0,628.6,553.2,1,1582,1782743422586
2,3,pose,9,40,400,0,4,8,422.0,200.0,431.6,212.1,1,1598,1782743424184
3,3,pose,9,40,400,0,0,0,491.0,590.0,500.0,600.0,1,1802,1782743425986
3,3,pose,9,40,400,0,5,1,581.0,209.0,568.4,212.1,1,1464,1782743427450
3,3,pose,9,40,400,0,1,2,389.0,574.0,371.4,553.2,0,2022,1782743429472
3,3,pose,9,40,400,0,1,2,363.0,539.0,371.4,553.2,1,2645,1782743430095
3,3,pose,9,40,400,0,6,3,685.0,295.0,673.2,300.0,1,1664,1782743431759
3,3,pose,9,40,400,0,2,4,311.0,424.0,303.0,434.7,1,1793,1782743433552
3,3,pose,9,40,400,0,7,5,730.0,447.0,697.0,434.7,0,1446,1782743434998
3,3,pose,9,40,400,0,7,5,696.0,430.0,697.0,434.7,1,1951,1782743435503
3,3,pose,9,40,400,0,3,6,338.0,311.0,326.8,300.0,1,1649,1782743437152
3,3,pose,9,40,400,0,8,7,638.0,571.0,628.6,553.2,0,1323,1782743438475
3,3,pose,9,40,400,0,8,7,620.0,537.0,628.6,553.2,1,1782,1782743438934
3,3,pose,9,40,400,0,4,8,435.0,224.0,431.6,212.1,1,1802,1782743440736
