iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,4,touchpad,100,500,0,1782893889086,1782893889511,425,0
1,RL,4,touchpad,100,500,0,1782893889927,1782893890479,552,0
2,LR,4,touchpad,100,500,0,1782893890817,1782893891259,442,0
2,RL,4,touchpad,100,500,0,1782893891625,1782893892127,502,0
3,LR,4,touchpad,100,500,0,1782893892458,1782893893002,544,0
3,RL,4,touchpad,100,500,0,1782893893359,1782893893799,440,0
