iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,3,mouse,150,500,150,1782742376159,1782742376534,375,0
1,RL,3,mouse,150,500,150,1782742377036,1782742377472,436,0
2,LR,3,mouse,150,500,150,1782742377922,1782742378244,322,0
2,RL,3,mouse,150,500,150,1782742378733,1782742379277,544,0
3,LR,3,mouse,150,500,150,1782742379642,1782742379788,146,0
3,RL,3,mouse,150,500,150,1782742380425,1782742380740,315,0
