iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,2,mouse,100,650,0,1782657641608,1782657642190,582,0
1,RL,2,mouse,100,650,0,1782657642433,1782657642798,365,0
2,LR,2,mouse,100,650,0,1782657643025,1782657643394,369,0
2,RL,2,mouse,100,650,0,1782657643697,1782657643791,94,0
3,LR,2,mouse,100,650,0,1782657644252,1782657644694,442,0
3,RL,2,mouse,100,650,0,1782657644982,1782657645128,146,0
