iteration,pid,technique,num_targets,target_w,target_d,latency_ms,target_id,step,click_x,click_y,target_x,target_y,success,mt_ms,timestamp
1,2,touchpad,9,90,400,0,0,0,478.0,622.0,500.0,600.0,1,1484,1782662573079
1,2,touchpad,9,90,400,0,5,1,538.0,222.0,568.4,212.1,1,989,1782662574068
1,2,touchpad,9,90,400,0,1,2,391.0,550.0,371.4,553.2,1,820,1782662574888
1,2,touchpad,9,90,400,0,6,3,674.0,329.0,673.2,300.0,1,960,1782662575848
1,2,touchpad,9,90,400,0,2,4,321.0,426.0,303.0,434.7,1,947,1782662576795
1,2,touchpad,9,90,400,0,7,5,711.0,422.0,697.0,434.7,1,876,1782662577671
1,2,touchpad,9,90,400,0,3,6,326.0,307.0,326.8,300.0,1,919,1782662578590
1,2,touchpad,9,90,400,0,8,7,637.0,533.0,628.6,553.2,1,904,1782662579494
1,2,touchpad,9,90,400,0,4,8,432.0,224.0,431.6,212.1,1,925,1782662580419
2,2,touchpad,9,90,400,0,0,0,519.0,620.0,500.0,600.0,1,890,1782662581309
2,2,touchpad,9,90,400,0,5,1,549.0,225.0,568.4,212.1,1,1067,1782662582376
2,2,touchpad,9,90,400,0,1,2,377.0,544.0,371.4,553.2,1,932,1782662583308
2,2,touchpad,9,90,400,0,6,3,689.0,293.0,673.2,300.0,1,862,1782662584170
2,2,touchpad,9,90,400,0,2,4,309.0,430.0,303.0,434.7,1,996,1782662585166
2,2,touchpad,9,90,400,0,7,5,698.0,446.0,697.0,434.7,1,777,1782662585943
2,2,touchpad,9,90,400,0,3,6,321.0,297.0,326.8,300.0,1,905,1782662586848
2,2,touchpad,9,90,400,0,8,7,613.0,557.0,628.6,553.2,1,884,1782662587732
2,2,touchpad,9,90,400,0,4,8,408.0,199.0,431.6,212.1,1,981,1782662588713
3,2,touchpad,9,90,400,0,0,0,513.0,605.0,500.0,600.0,1,1052,1782662589765
3,2,touchpad,9,90,400,0,5,1,563.0,197.0,568.4,212.1,1,756,1782662590521
3,2,touchpad,9,90,400,0,1,2,376.0,551.0,371.4,553.2,1,883,1782662591404
3,2,touchpad,9,90,400,0,6,3,679.0,320.0,673.2,300.0,1,912,1782662592316
3,2,touchpad,9,90,400,0,2,4,328.0,448.0,303.0,434.7,1,869,1782662593185
3,2,touchpad,9,90,400,0,7,5,709.0,421.0,697.0,434.7,1,967,1782662594152
3,2,touchpad,9,90,400,0,3,6,295.0,269.0,326.8,300.0,1,1032,1782662595184
3,2,touchpad,9,90,400,0,8,7,621.0,523.0,628.6,553.2,1,947,1782662596131
3,2,touchpad,9,90,400,0,4,8,447.0,219.0,431.6,212.1,1,960,1782662597091
