iteration,direction,pid,technique,tunnel_w,tunnel_a,latency_ms,start_ts,end_ts,duration_ms,violations
1,LR,4,mouse,100,500,0,1782894828998,1782894829294,296,0
1,RL,4,mouse,100,500,0,1782894829616,1782894829751,135,0
2,LR,4,mouse,100,500,0,1782894830175,1782894830386,211,0
2,RL,4,mouse,100,500,0,1782894830657,1782894830852,195,0
3,LR,4,mouse,100,500,0,1782894831232,1782894831410,178,0
3,RL,4,mouse,100,500,0,1782894831698,1782894831883,185,0
